id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ARNT2	8	0.10369	0.28149	0.999998	551	4	-0.064616	0.16296	0.38648	0.966045	774	2	-0.064616
CXCR4	8	0.63379	0.82049	0.999998	1636	2	0.048436	0.1632	0.38687	0.966045	775	3	0.048436
PDPN	8	0.49998	0.72351	0.999998	1440	3	-0.023706	0.16376	0.38764	0.966045	776	3	-0.023706
MB21D2	8	0.0069929	0.033816	0.948928	70	4	-0.16554	0.16428	0.38834	0.966045	777	2	-0.16554
NonTargetingControlGuideForHuman_0082	1	0.83557	0.83556	0.999998	1885	0	0.18514	0.16443	0.16466	0.938657	778	1	0.18514
WARS	8	0.01522	0.063308	0.974597	130	4	-0.10334	0.16503	0.38927	0.966045	779	2	-0.10334
PRG4	8	0.022667	0.088387	0.985286	175	5	-0.14218	0.16554	0.38996	0.966045	780	3	-0.14218
HIST1H2BC	8	0.1064	0.28669	0.999998	563	4	-0.11965	0.16578	0.39028	0.966045	781	2	-0.11965
ZNF285	8	0.041792	0.14623	0.985286	301	3	0.053363	0.16579	0.3903	0.966045	782	4	0.053363
MARVELD2	8	0.053997	0.17398	0.992426	356	4	-0.12518	0.16598	0.39059	0.966045	783	2	-0.12518
LMO2	8	0.35417	0.61689	0.999998	1201	4	-0.079603	0.16643	0.39114	0.966045	784	2	-0.079603
ANKRD1	8	0.93933	0.95362	0.999998	1996	1	0.086223	0.16653	0.39125	0.966045	785	3	0.086223
NonTargetingControlGuideForHuman_0128	1	0.83291	0.83285	0.999998	1881	0	0.1848	0.16709	0.16727	0.938657	786	1	0.1848
ULK4	8	0.16241	0.38216	0.999998	747	3	0.079297	0.16731	0.39235	0.966045	787	4	0.079297
TLR3	8	0.019413	0.077832	0.985286	151	6	-0.26619	0.16775	0.39298	0.966045	788	1	-0.26619
DDO	8	0.029985	0.11237	0.985286	228	3	0.059398	0.16785	0.39313	0.966045	789	4	0.059398
BAZ1A	8	0.69232	0.84513	0.999998	1710	2	0.017194	0.16842	0.39386	0.966045	790	2	0.017194
FCGR3A	8	0.26402	0.51124	0.999998	989	3	-0.014947	0.16864	0.39416	0.966045	791	3	-0.014947
MS4A7	8	0.17781	0.40289	0.999998	781	4	-0.015006	0.16975	0.39559	0.966045	792	4	-0.015006
HRASLS2	8	0.034064	0.1255	0.985286	257	6	-0.16493	0.16993	0.39579	0.966045	793	2	-0.16493
NonTargetingControlGuideForHuman_0123	1	0.83005	0.83006	0.999998	1875	0	0.20289	0.16995	0.17023	0.938657	794	1	0.20289
SLC2A5	8	0.035003	0.12846	0.985286	262	5	-0.17781	0.1704	0.39639	0.966045	795	2	-0.17781
CSF3R	8	0.66412	0.83347	0.999998	1665	2	0.10417	0.17092	0.397	0.966045	796	4	0.10417
RHBDL3	8	0.58525	0.78497	0.999998	1564	1	0.12768	0.17119	0.39744	0.966045	797	4	0.12768
KIAA0226	8	0.11457	0.30317	0.999998	595	4	-0.10413	0.17199	0.39853	0.966045	798	3	-0.10413
CCL4L2	8	0.98938	0.98941	0.999998	2070	0	0.065958	0.17217	0.39875	0.966045	799	3	0.065958
CASP7	8	0.12745	0.32809	0.999998	644	4	-0.13647	0.17239	0.39907	0.966045	800	2	-0.13647
LOC728485	8	0.54388	0.75473	0.999998	1503	3	-0.046381	0.17294	0.39985	0.966045	801	3	-0.046381
NUP160	8	0.14039	0.35242	0.999998	689	1	0.08136	0.17305	0.4	0.966045	802	3	0.08136
IFIT1B	8	0.067274	0.20335	0.999998	403	4	0.040414	0.17321	0.40019	0.966045	803	4	0.040414
IRF7	8	0.31383	0.56997	0.999998	1110	4	-0.048056	0.17391	0.40114	0.966134	804	2	-0.048056
FABP3	8	0.92123	0.94651	0.999998	1977	1	0.098018	0.17443	0.40182	0.96667	805	4	0.098018
EML4	8	0.91602	0.94477	0.999998	1970	1	-0.02013	0.17568	0.40341	0.969302	806	2	-0.02013
HR	8	0.19392	0.42372	0.999998	820	1	0.016004	0.17639	0.40427	0.969302	807	3	0.016004
IFI16	8	0.094791	0.26285	0.999998	518	5	-0.20045	0.17658	0.40451	0.969302	808	2	-0.20045
NRN1	8	0.024169	0.093693	0.985286	185	5	-0.20298	0.177	0.40508	0.969302	809	3	-0.20298
NonTargetingControlGuideForHuman_0185	1	0.82291	0.82294	0.999998	1869	0	0.17782	0.17709	0.17741	0.938657	810	1	0.17782
FN1	8	0.64588	0.82614	0.999998	1647	2	0.13123	0.17713	0.40529	0.969302	811	4	0.13123
LGALS9	8	0.32943	0.58832	0.999998	1148	4	-0.028972	0.17743	0.40568	0.969302	812	3	-0.028972
MYC	8	0.10212	0.27822	0.999998	541	4	-0.35742	0.17831	0.40679	0.969776	813	2	-0.35742
DUOXA2	8	0.31278	0.56876	0.999998	1108	2	0.11245	0.17849	0.40699	0.969776	814	4	0.11245
PSMB10	8	0.11382	0.30161	0.999998	593	5	-0.14428	0.17868	0.40726	0.969776	815	2	-0.14428
NonTargetingControlGuideForHuman_0109	1	0.82051	0.82056	0.999998	1867	0	0.17885	0.17949	0.17957	0.938657	816	1	0.17885
HMOX1	8	0.355	0.61773	0.999998	1204	2	0.025688	0.18	0.40885	0.970792	817	3	0.025688
UBFD1	8	0.73204	0.8622	0.999998	1750	2	0.029059	0.18006	0.40893	0.970792	818	2	0.029059
CREB3L3	8	0.81158	0.90036	0.999998	1857	2	0.017136	0.1806	0.40955	0.970792	819	3	0.017136
FUCA1	8	0.052434	0.1705	0.992049	349	3	-0.068726	0.18098	0.41	0.970792	820	2	-0.068726
GAL3ST4	8	0.36227	0.62322	0.999998	1216	3	0.025961	0.18118	0.41023	0.970792	821	3	0.025961
IRG1	8	0.36565	0.62584	0.999998	1223	3	0.022903	0.18137	0.4105	0.970792	822	4	0.022903
HLA-G	8	0.27704	0.52694	0.999998	1017	4	-0.11568	0.18164	0.41091	0.970792	823	3	-0.11568
ADM	8	0.5316	0.74587	0.999998	1484	2	0.0019624	0.18224	0.41171	0.97159	824	3	0.0019624
MAP3K8	8	0.1169	0.3075	0.999998	604	3	-0.020441	0.18267	0.41225	0.971755	825	3	-0.020441
NonTargetingControlGuideForHuman_0081	1	0.81726	0.81747	0.999998	1865	0	0.23279	0.18274	0.18264	0.938657	826	1	0.23279
ANKRD22	8	0.15887	0.37755	0.999998	740	3	-0.017051	0.18311	0.41281	0.972008	827	3	-0.017051
C1orf61	8	0.12029	0.31427	0.999998	616	4	-0.020248	0.18362	0.41349	0.972504	828	4	-0.020248
ANO5	8	0.4889	0.71579	0.999998	1424	2	0.028504	0.18468	0.41497	0.973675	829	3	0.028504
NonTargetingControlGuideForHuman_0067	1	0.81519	0.81542	0.999998	1862	0	0.2071	0.18481	0.18451	0.938657	830	1	0.2071
ST3GAL6	8	0.051661	0.16889	0.992049	346	5	-0.10587	0.18528	0.41572	0.973675	831	2	-0.10587
IFNLR1	8	0.15941	0.37831	0.999998	742	3	-0.069856	0.18537	0.41584	0.973675	832	3	-0.069856
NonTargetingControlGuideForHuman_0122	1	0.81343	0.81382	0.999998	1860	0	0.23266	0.18657	0.18633	0.938657	833	1	0.23266
CD163L1	8	0.40421	0.65379	0.999998	1276	3	0.04011	0.18689	0.41773	0.973675	834	4	0.04011
ACOT9	8	0.57957	0.78072	0.999998	1553	3	0.052221	0.18702	0.4179	0.973675	835	2	0.052221
PPFIA4	8	0.14505	0.35923	0.999998	702	3	-0.045806	0.18715	0.41808	0.973675	836	3	-0.045806
PDE7B	8	0.42022	0.66503	0.999998	1308	3	0.023302	0.18753	0.41857	0.973675	837	4	0.023302
AMPD3	8	0.6392	0.82347	0.999998	1639	2	0.11288	0.18786	0.41902	0.973675	838	4	0.11288
ISOC1	8	0.31887	0.57586	0.999998	1127	3	0.036146	0.18811	0.4193	0.973675	839	4	0.036146
ZBTB46	8	0.072349	0.21497	0.999998	428	5	-0.18827	0.18814	0.41932	0.973675	840	3	-0.18827
LRRC2	8	0.16347	0.38368	0.999998	749	3	0.034048	0.18875	0.42007	0.973675	841	2	0.034048
NonTargetingControlGuideForHuman_0144	1	0.81123	0.8117	0.999998	1855	0	0.24615	0.18877	0.18862	0.938657	842	1	0.24615
ZNF257	8	0.022639	0.088269	0.985286	174	5	-0.22188	0.18908	0.42056	0.973675	843	3	-0.22188
PI4K2B	8	0.083473	0.23921	0.999998	478	2	-0.032013	0.18918	0.42065	0.973675	844	3	-0.032013
HSPA1L	8	0.048601	0.16186	0.991029	332	3	0.046547	0.18929	0.42079	0.973675	845	4	0.046547
TRIM34	8	0.5239	0.74058	0.999998	1473	3	0.06186	0.1894	0.42092	0.973675	846	4	0.06186
HIST1H2AC	8	0.39726	0.64884	0.999998	1267	3	-0.00027651	0.19177	0.42397	0.977106	847	3	-0.00027651
CYP27A1	8	0.2951	0.5486	0.999998	1060	4	-0.11067	0.1922	0.42447	0.977106	848	2	-0.11067
ZNF225	8	0.0082806	0.0386	0.96214	79	3	0.07647	0.19277	0.42516	0.977106	849	2	0.07647
GEN1	8	0.087491	0.24787	0.999998	491	3	0.0088426	0.19306	0.4255	0.977106	850	3	0.0088426
RARRES3	8	0.15108	0.36727	0.999998	716	3	0.053782	0.19327	0.42578	0.977106	851	4	0.053782
LOC100506388	8	0.079422	0.23027	0.999998	451	3	-0.009955	0.19392	0.42669	0.977106	852	2	-0.009955
ST6GALNAC1	8	0.59745	0.79411	0.999998	1577	3	-0.0066769	0.19416	0.42698	0.977106	853	3	-0.0066769
DDX60L	8	0.56991	0.7738	0.999998	1538	3	-0.031592	0.1943	0.42715	0.977106	854	3	-0.031592
NFIX	8	0.60048	0.79636	0.999998	1580	3	0.07809	0.19433	0.42718	0.977106	855	4	0.07809
PRSS35	8	0.68681	0.8429	0.999998	1702	1	-0.02987	0.19486	0.42784	0.977106	856	3	-0.02987
NonTargetingControlGuideForHuman_0085	1	0.80499	0.80568	0.999998	1846	0	0.20852	0.19501	0.19465	0.938657	857	1	0.20852
ENTPD7	8	0.43334	0.67487	0.999998	1331	3	0.12235	0.19504	0.42809	0.977106	858	4	0.12235
OR52N4	8	0.60058	0.79643	0.999998	1581	2	-0.021118	0.19557	0.42873	0.977106	859	3	-0.021118
NonTargetingControlGuideForHuman_0108	1	0.80421	0.80489	0.999998	1844	0	0.19693	0.19579	0.19538	0.938657	860	1	0.19693
GPR126	8	0.021863	0.085828	0.985286	168	3	-0.0062769	0.19607	0.42939	0.977106	861	3	-0.0062769
APOL3	8	0.60143	0.79704	0.999998	1583	2	0.034139	0.1965	0.43005	0.977106	862	3	0.034139
RASAL1	8	0.64063	0.824	0.999998	1641	2	0.13839	0.19656	0.43014	0.977106	863	4	0.13839
CD86	8	0.55088	0.76022	0.999998	1511	2	0.089224	0.19669	0.4303	0.977106	864	4	0.089224
KIAA1211L	8	0.033907	0.12494	0.985286	255	4	-0.11178	0.19764	0.43155	0.978902	865	4	-0.11178
MT1M	8	0.62288	0.81261	0.999998	1618	3	0.072919	0.198	0.43202	0.978903	866	4	0.072919
NTNG2	8	0.02395	0.092968	0.985286	182	2	0.14136	0.19871	0.43298	0.980022	867	4	0.14136
NonTargetingControlGuideForHuman_0100	1	0.8011	0.80181	0.999998	1837	0	0.17751	0.1989	0.1985	0.938657	868	1	0.17751
DEFA1	8	0.76105	0.87532	0.999998	1785	1	0.13007	0.19931	0.43374	0.980203	869	4	0.13007
PLA1A	8	0.7279	0.86033	0.999998	1746	2	0.038946	0.1995	0.43399	0.980203	870	3	0.038946
NonTargetingControlGuideForHuman_0004	1	0.79908	0.79973	0.999998	1836	0	0.15558	0.20092	0.20056	0.938657	871	1	0.15558
NonTargetingControlGuideForHuman_0189	1	0.79831	0.79909	0.999998	1833	0	0.16084	0.20169	0.2014	0.938657	872	1	0.16084
PEX12	8	0.45596	0.6916	0.999998	1371	2	0.031124	0.20238	0.43738	0.984235	873	3	0.031124
C21orf91	8	0.27404	0.52338	0.999998	1010	4	-0.048072	0.20249	0.43754	0.984235	874	3	-0.048072
NCS1	8	0.056962	0.1808	0.992426	373	3	0.057035	0.20291	0.43803	0.984235	875	4	0.057035
NonTargetingControlGuideForHuman_0062	1	0.79701	0.79781	0.999998	1831	0	0.14897	0.20299	0.20274	0.938657	876	1	0.14897
LIF	8	0.52498	0.74125	0.999998	1474	3	0.037519	0.20334	0.43853	0.984235	877	3	0.037519
KIAA0907	8	0.31738	0.57415	0.999998	1121	4	-0.06189	0.20338	0.43858	0.984235	878	3	-0.06189
NonTargetingControlGuideForHuman_0032	1	0.79636	0.79712	0.999998	1828	0	0.20834	0.20364	0.20336	0.938657	879	1	0.20834
NonTargetingControlGuideForHuman_0053	1	0.79512	0.79592	0.999998	1825	0	0.16784	0.20488	0.20472	0.938657	880	1	0.16784
NonTargetingControlGuideForHuman_0086	1	0.79467	0.79542	0.999998	1824	0	0.15539	0.20533	0.20507	0.938657	881	1	0.15539
PDCD4	8	0.053993	0.17397	0.992426	355	4	-0.14182	0.20547	0.44094	0.984433	882	2	-0.14182
C12orf74	8	0.03339	0.12336	0.985286	249	4	-0.10987	0.20589	0.44149	0.984433	883	4	-0.10987
ADAMTS14	8	0.1323	0.33717	0.999998	664	3	0.012279	0.20592	0.4415	0.984433	884	4	0.012279
PLA2G4C	8	0.040555	0.14323	0.985286	293	4	-0.048449	0.20711	0.443	0.984433	885	3	-0.048449
ARHGEF26	8	0.024382	0.094309	0.985286	189	5	-0.27663	0.20716	0.44306	0.984433	886	2	-0.27663
ABCA6	8	0.087141	0.2472	0.999998	490	5	-0.16701	0.20759	0.44359	0.984433	887	2	-0.16701
GTF2IRD1	8	0.677	0.83891	0.999998	1690	2	0.043699	0.20766	0.44367	0.984433	888	2	0.043699
DCDC5	8	0.77871	0.88377	0.999998	1808	2	0.118	0.20786	0.44389	0.984433	889	4	0.118
FAM170B	8	0.90127	0.94028	0.999998	1955	1	-0.0065173	0.20801	0.44406	0.984433	890	2	-0.0065173
TRIM6-TRIM34	8	0.51486	0.73422	0.999998	1456	3	-0.0032398	0.20805	0.44414	0.984433	891	3	-0.0032398
C22orf42	8	0.07416	0.21902	0.999998	434	3	-0.0056491	0.20825	0.44438	0.984433	892	3	-0.0056491
TAPBPL	8	0.94123	0.95441	0.999998	1998	1	0.085371	0.20899	0.44533	0.984433	893	4	0.085371
FAM20A	8	0.055974	0.17857	0.992426	366	4	-0.068736	0.20924	0.44553	0.984433	894	2	-0.068736
SSB	8	0.68898	0.84386	0.999998	1704	2	0.016362	0.20983	0.44616	0.984433	895	4	0.016362
SLC16A3	8	0.044157	0.15156	0.985286	312	5	-0.28224	0.21055	0.44703	0.984433	896	2	-0.28224
PSME1	8	0.072111	0.21449	0.999998	426	4	-0.040219	0.21181	0.44865	0.984433	897	3	-0.040219
PTMA	8	0.19478	0.42479	0.999998	824	1	0.10818	0.21238	0.44931	0.984433	898	4	0.10818
ZNF618	8	0.061393	0.19082	0.999998	389	3	0.055709	0.21246	0.44943	0.984433	899	4	0.055709
FAM47E-STBD1	8	0.42847	0.67119	0.999998	1323	3	0.066578	0.2126	0.44959	0.984433	900	4	0.066578
CCL22	8	0.39346	0.64594	0.999998	1260	3	-0.052452	0.21275	0.44976	0.984433	901	3	-0.052452
SDC3	8	0.71567	0.85487	0.999998	1734	2	0.10785	0.21287	0.44989	0.984433	902	4	0.10785
NonTargetingControlGuideForHuman_0033	1	0.78668	0.78748	0.999998	1817	0	0.1476	0.21332	0.21293	0.938657	903	1	0.1476
FAM3B	8	0.10665	0.28714	0.999998	565	3	0.11074	0.21336	0.45057	0.984891	904	4	0.11074
NRIP3	8	0.61666	0.80816	0.999998	1608	3	0.0028915	0.21458	0.45214	0.986306	905	4	0.0028915
C19orf35	8	0.8689	0.93258	0.999998	1931	1	0.10377	0.21496	0.45266	0.986306	906	4	0.10377
FNDC4	8	0.066206	0.20103	0.999998	401	5	-0.15283	0.21518	0.45287	0.986306	907	1	-0.15283
TAGLN	8	0.96402	0.96661	0.999998	2026	1	0.026018	0.21537	0.45309	0.986306	908	3	0.026018
GPR31	8	0.26045	0.50659	0.999998	978	4	-0.054007	0.21728	0.45532	0.990125	909	2	-0.054007
HIP1	8	0.12912	0.33128	0.999998	654	5	-0.089629	0.218	0.45611	0.990247	910	3	-0.089629
NRP2	8	0.55498	0.76315	0.999998	1520	3	0.12215	0.21818	0.45631	0.990247	911	4	0.12215
C2orf44	8	0.39131	0.64434	0.999998	1255	3	-0.074856	0.21855	0.45684	0.990359	912	3	-0.074856
ZNF583	8	0.0042734	0.022236	0.936139	48	5	-0.25346	0.21903	0.45739	0.990389	913	3	-0.25346
NonTargetingControlGuideForHuman_0019	1	0.78091	0.78185	0.999998	1811	0	0.13874	0.21909	0.21876	0.938657	914	1	0.13874
SERPINE1	8	0.016442	0.067672	0.985286	138	5	-0.19386	0.21935	0.45779	0.990389	915	3	-0.19386
SFT2D2	8	0.1083	0.29055	0.999998	570	4	-0.11952	0.21976	0.45839	0.990663	916	3	-0.11952
NonTargetingControlGuideForHuman_0176	1	0.77948	0.78035	0.999998	1810	0	0.16473	0.22052	0.22007	0.938657	917	1	0.16473
NUB1	8	0.11123	0.29642	0.999998	584	4	-0.055957	0.22064	0.45947	0.991849	918	3	-0.055957
SENP8	8	0.75244	0.87146	0.999998	1772	2	0.057272	0.22092	0.45988	0.991849	919	4	0.057272
NonTargetingControlGuideForHuman_0151	1	0.77798	0.77887	0.999998	1806	0	0.14526	0.22202	0.22164	0.938657	920	1	0.14526
NonTargetingControlGuideForHuman_0047	1	0.7774	0.77828	0.999998	1804	0	0.14187	0.2226	0.22222	0.938657	921	1	0.14187
CHST7	8	0.38583	0.64064	0.999998	1244	2	0.063158	0.22271	0.46202	0.993934	922	3	0.063158
PYCR1	8	0.44804	0.68572	0.999998	1360	3	-0.0049767	0.22313	0.46249	0.993934	923	2	-0.0049767
ZNF2	8	0.15927	0.37812	0.999998	741	3	0.056986	0.22514	0.465	0.993934	924	4	0.056986
CATSPERD	8	0.18406	0.41099	0.999998	797	3	0.061129	0.22521	0.46511	0.993934	925	3	0.061129
C17orf97	8	0.1146	0.30323	0.999998	596	5	-0.15767	0.22604	0.46607	0.993934	926	3	-0.15767
TMEM171	8	0.2506	0.49461	0.999998	954	2	0.15792	0.22644	0.46656	0.993934	927	4	0.15792
DDX24	8	0.58096	0.78174	0.999998	1554	3	0.049717	0.22687	0.46712	0.993934	928	4	0.049717
CSF2RA	8	0.14119	0.35389	0.999998	691	5	-0.12356	0.22728	0.46768	0.993934	929	2	-0.12356
APOBEC3C	8	0.05152	0.16861	0.992049	345	3	0.037752	0.22788	0.46838	0.993934	930	4	0.037752
ECEL1	8	0.52938	0.74435	0.999998	1481	2	0.068937	0.22853	0.46932	0.993934	931	4	0.068937
PRLR	8	0.75882	0.87438	0.999998	1783	1	-0.061153	0.22874	0.46962	0.993934	932	3	-0.061153
NT5DC2	8	0.39291	0.64557	0.999998	1258	1	0.085534	0.22985	0.471	0.993934	933	4	0.085534
C3AR1	8	0.54204	0.75346	0.999998	1498	3	0.042344	0.22998	0.47115	0.993934	934	4	0.042344
SCLT1	8	0.18618	0.41373	0.999998	804	4	-0.010281	0.23041	0.47171	0.993934	935	4	-0.010281
NonTargetingControlGuideForHuman_0069	1	0.76954	0.77017	0.999998	1795	0	0.14104	0.23046	0.23031	0.938657	936	1	0.14104
FAS	8	0.12567	0.32458	0.999998	636	4	-0.12878	0.23086	0.47217	0.993934	937	3	-0.12878
FAM8A1	8	0.99327	0.99328	0.999998	2082	0	0.037233	0.23101	0.47234	0.993934	938	2	0.037233
ASIP	8	0.27916	0.52965	0.999998	1021	2	0.088283	0.23146	0.47296	0.993934	939	4	0.088283
MREG	8	0.93537	0.95182	0.999998	1993	1	0.094159	0.23163	0.47314	0.993934	940	4	0.094159
CALCA	8	0.69167	0.8449	0.999998	1709	2	0.072332	0.23215	0.47375	0.993934	941	3	0.072332
TMEM229B	8	0.10613	0.28618	0.999998	561	4	-0.060008	0.2334	0.47526	0.993934	942	3	-0.060008
CMKLR1	8	0.28111	0.53189	0.999998	1025	2	0.1027	0.23342	0.47527	0.993934	943	4	0.1027
SPTBN4	8	0.021353	0.084154	0.985286	164	4	-0.020732	0.23416	0.47616	0.993934	944	3	-0.020732
APOBEC1	8	0.44768	0.68551	0.999998	1359	2	0.045409	0.23418	0.47618	0.993934	945	4	0.045409
LDHAL6A	8	0.00085371	0.0050775	0.534406	20	6	-0.36614	0.23436	0.47642	0.993934	946	2	-0.36614
FNDC3B	8	0.51985	0.73776	0.999998	1464	3	-0.016604	0.23476	0.47691	0.993934	947	4	-0.016604
RAB33A	8	0.26108	0.50741	0.999998	982	3	-0.052668	0.23512	0.47743	0.993934	948	3	-0.052668
ALDOB	8	0.21812	0.4538	0.999998	879	2	0.10748	0.23534	0.47773	0.993934	949	4	0.10748
IL8	8	0.1276	0.32835	0.999998	646	5	-0.15727	0.23554	0.47795	0.993934	950	2	-0.15727
RNF114	8	0.37776	0.63442	0.999998	1235	3	0.12953	0.23636	0.47894	0.993934	951	4	0.12953
NonTargetingControlGuideForHuman_0083	1	0.76318	0.76361	0.999998	1790	0	0.15829	0.23682	0.23682	0.938657	952	1	0.15829
NonTargetingControlGuideForHuman_0127	1	0.76299	0.76341	0.999998	1789	0	0.15974	0.23701	0.23699	0.938657	953	1	0.15974
AHRR	8	0.014601	0.061294	0.974597	123	5	-0.14672	0.23745	0.48029	0.993934	954	3	-0.14672
KAL1	8	0.38717	0.64162	0.999998	1246	3	0.059287	0.23798	0.48096	0.993934	955	4	0.059287
GNG4	8	0.10283	0.27957	0.999998	548	2	0.077181	0.2382	0.48121	0.993934	956	3	0.077181
SAT1	8	0.12479	0.32294	0.999998	631	3	0.039024	0.23841	0.48144	0.993934	957	3	0.039024
NonTargetingControlGuideForHuman_0165	1	0.76149	0.76197	0.999998	1787	0	0.16585	0.23851	0.23839	0.938657	958	1	0.16585
NonTargetingControlGuideForHuman_0155	1	0.76123	0.76167	0.999998	1786	0	0.16859	0.23877	0.23873	0.938657	959	1	0.16859
PHLDA2	8	0.11992	0.3135	0.999998	613	4	-0.15138	0.2388	0.48188	0.993934	960	3	-0.15138
IFRD1	8	0.038047	0.13768	0.985286	283	2	0.084491	0.23895	0.48202	0.993934	961	4	0.084491
DMD	8	0.95749	0.96257	0.999998	2015	1	0.0047564	0.23963	0.48287	0.993934	962	1	0.0047564
SOS1	8	0.19486	0.4249	0.999998	825	3	0.075621	0.23971	0.48296	0.993934	963	4	0.075621
LGALS9B	8	0.35847	0.62026	0.999998	1211	2	0.10144	0.24061	0.48415	0.993934	964	4	0.10144
CCL2	8	0.64778	0.8269	0.999998	1649	2	0.071083	0.24152	0.48531	0.993934	965	4	0.071083
NOD1	8	0.69646	0.84678	0.999998	1713	2	0.034959	0.24182	0.48566	0.993934	966	3	0.034959
ZNF385B	8	0.52809	0.7434	0.999998	1479	3	0.040093	0.24222	0.48609	0.993934	967	4	0.040093
UGT1A3	8	0.57258	0.77568	0.999998	1542	1	0.074367	0.24242	0.48637	0.993934	968	3	0.074367
MOCS3	8	0.82571	0.90793	0.999998	1872	2	0.056842	0.24283	0.48691	0.993934	969	3	0.056842
AP1S3	8	0.15035	0.36628	0.999998	712	4	-0.12576	0.2429	0.48699	0.993934	970	3	-0.12576
BTC	8	0.31724	0.57403	0.999998	1120	4	-0.059682	0.24371	0.4879	0.993934	971	3	-0.059682
SLC52A1	8	0.23805	0.47897	0.999998	925	3	0.094728	0.24385	0.48807	0.993934	972	4	0.094728
C11orf68	8	0.099325	0.27229	0.999998	531	4	-0.034127	0.24398	0.48822	0.993934	973	4	-0.034127
YBX3	8	0.11063	0.29524	0.999998	580	4	-0.11826	0.24412	0.4884	0.993934	974	3	-0.11826
PHACTR4	8	0.57726	0.77909	0.999998	1548	3	0.091465	0.245	0.48952	0.993934	975	4	0.091465
ZBED1	8	0.063579	0.19533	0.999998	396	4	-0.20366	0.24534	0.48994	0.993934	976	2	-0.20366
NonTargetingControlGuideForHuman_0101	1	0.7539	0.75441	0.999998	1776	0	0.14069	0.2461	0.24609	0.938657	977	1	0.14069
NonTargetingControlGuideForHuman_0181	1	0.75318	0.7537	0.999998	1774	0	0.12282	0.24682	0.24687	0.938657	978	1	0.12282
NonTargetingControlGuideForHuman_0058	1	0.75286	0.75339	0.999998	1773	0	0.16805	0.24714	0.24728	0.938657	979	1	0.16805
ANO7P1	8	0.03548	0.12999	0.985286	265	6	-0.13783	0.24736	0.49244	0.993934	980	1	-0.13783
NCAPG	8	0.33379	0.59333	0.999998	1161	3	0.05021	0.24743	0.49257	0.993934	981	4	0.05021
CHMP5	8	0.80782	0.8985	0.999998	1851	2	0.095937	0.24777	0.49299	0.993934	982	4	0.095937
FTL	8	0.46123	0.69546	0.999998	1376	3	-0.050922	0.24789	0.49314	0.993934	983	2	-0.050922
MAATS1	8	0.45291	0.68941	0.999998	1366	2	0.054215	0.24803	0.49329	0.993934	984	4	0.054215
PIM3	8	0.63359	0.82036	0.999998	1635	3	-0.017986	0.24817	0.49346	0.993934	985	3	-0.017986
CCL19	8	0.41784	0.66337	0.999998	1301	2	0.14813	0.24881	0.49426	0.993934	986	4	0.14813
IFI27L2	8	0.41796	0.66346	0.999998	1302	3	-0.045278	0.24939	0.49494	0.993934	987	3	-0.045278
TAF1A	8	0.20855	0.44209	0.999998	856	4	-0.074705	0.2506	0.49642	0.993934	988	2	-0.074705
SSTR3	8	0.81033	0.89977	0.999998	1853	2	0.10371	0.25065	0.49648	0.993934	989	4	0.10371
CYP1B1	8	0.30477	0.55945	0.999998	1085	4	0.0090801	0.25094	0.49686	0.993934	990	4	0.0090801
KLK10	8	0.080855	0.23342	0.999998	460	5	-0.17459	0.251	0.49696	0.993934	991	1	-0.17459
CPT1B	8	0.028825	0.10858	0.985286	218	3	-0.0744	0.25125	0.49724	0.993934	992	3	-0.0744
DSG2	8	0.51349	0.73327	0.999998	1453	2	0.072475	0.2514	0.49747	0.993934	993	3	0.072475
KPNB1	8	0.04375	0.15066	0.985286	307	5	-0.35658	0.2514	0.49747	0.993934	994	2	-0.35658
LILRB3	8	0.094909	0.26315	0.999998	519	4	-0.15193	0.25174	0.49787	0.993934	995	3	-0.15193
MT1G	8	0.95843	0.96305	0.999998	2017	1	0.12454	0.25223	0.4985	0.993934	996	4	0.12454
GBP5	8	0.20944	0.44308	0.999998	861	4	-0.11333	0.25357	0.50011	0.993934	997	3	-0.11333
PRAME	8	0.41679	0.66255	0.999998	1298	3	-0.0095448	0.25621	0.50335	0.993934	998	3	-0.0095448
PLEKHH1	8	0.17226	0.3955	0.999998	772	3	0.090608	0.25672	0.50403	0.993934	999	4	0.090608
SLC16A13	8	0.32466	0.58282	0.999998	1136	1	0.089906	0.25739	0.50482	0.993934	1000	4	0.089906
ACVR2A	8	0.16554	0.38647	0.999998	755	4	-0.048692	0.25783	0.50531	0.993934	1001	3	-0.048692
REEP3	8	0.33422	0.59384	0.999998	1164	2	0.10031	0.25824	0.5057	0.993934	1002	4	0.10031
TNIK	8	0.13915	0.35009	0.999998	683	5	-0.095729	0.25863	0.50608	0.993934	1003	2	-0.095729
RAB24	8	0.35446	0.61716	0.999998	1202	4	-0.05384	0.25886	0.50633	0.993934	1004	3	-0.05384
ZNF470	8	0.40373	0.65348	0.999998	1275	3	0.018491	0.25908	0.5066	0.993934	1005	3	0.018491
CARD17	8	0.74674	0.86887	0.999998	1768	2	0.081353	0.25939	0.50694	0.993934	1006	4	0.081353
CXCL2	8	0.018291	0.074008	0.985286	147	2	0.02576	0.25983	0.50739	0.993934	1007	2	0.02576
