sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
HGLibA_39640	NCOA7	5839.4	7094.7	5839.4	7094.7	0.2809	7.88e+05	2.6298e+05	2.4481	0.99282	0.0071815	0.014363	0.053399	True
HGLibB_36679	PIPOX	5392.4	6592.7	5392.4	6592.7	0.28988	7.2028e+05	2.4049e+05	2.4475	0.99281	0.0071927	0.014385	0.053469	True
brunello_SPSB1_4	SPSB1	5104.4	6268.1	5104.4	6268.1	0.29625	6.7715e+05	2.2611e+05	2.4474	0.9928	0.0071954	0.014391	0.053469	True
brunello_IER5_4	IER5	4341.8	3279.1	4341.8	3279.1	-0.40488	5.6464e+05	1.8855e+05	2.4473	0.0071961	0.9928	0.014392	0.053469	False
brunello_TRAFD1_3	TRAFD1	3523.9	2579.3	3523.9	2579.3	-0.45008	4.462e+05	1.4916e+05	2.446	0.0072233	0.99278	0.014447	0.053658	False
HGLibB_50023	TMEM178B	5452.6	4245.7	5452.6	4245.7	-0.36088	7.2835e+05	2.435e+05	2.4459	0.0072252	0.99277	0.01445	0.053659	False
brunello_NUP50_1	NUP50	2420	3184.8	2420	3184.8	0.39605	2.9245e+05	97824	2.4452	0.99276	0.0072386	0.014477	0.053738	True
brunello_CA2_4	CA2	4255.9	3206.1	4255.9	3206.1	-0.40856	5.5112e+05	1.8437e+05	2.4451	0.0072408	0.99276	0.014482	0.053738	False
brunello_CATSPERD_3	CATSPERD	2801.8	3632.1	2801.8	3632.1	0.37433	3.4468e+05	1.1531e+05	2.4451	0.99276	0.007241	0.014482	0.053738	True
HGLibA_21655	GUCY1A3	9260.7	7636.4	9260.7	7636.4	-0.2782	1.3192e+06	4.4137e+05	2.445	0.0072435	0.99276	0.014487	0.053743	False
HGLibA_22063	HDX	3176.7	2286.1	3176.7	2286.1	-0.47442	3.9652e+05	1.3276e+05	2.444	0.0072621	0.99274	0.014524	0.053868	False
HGLibA_30938	IFITM5	5183.3	6355.3	5183.3	6355.3	0.29405	6.8685e+05	2.3004e+05	2.4437	0.99273	0.0072692	0.014538	0.053892	True
brunello_MOAP1_3	MOAP1	1833	2487	1833	2487	0.43997	2.1384e+05	71618	2.4437	0.99273	0.0072693	0.014539	0.053892	True
HGLibB_07157	CAPN2	2735.7	1916.9	2735.7	1916.9	-0.51286	3.3516e+05	1.1226e+05	2.4436	0.0072705	0.99273	0.014541	0.053892	False
HGLibA_16248	EPB41L3	2329.2	3077.3	2329.2	3077.3	0.40164	2.7978e+05	93715	2.4435	0.99273	0.0072725	0.014545	0.053893	True
HGLibB_11834	CXCL10	1845.8	2502.2	1845.8	2502.2	0.43871	2.154e+05	72181	2.443	0.99272	0.0072824	0.014565	0.053954	True
brunello_ZCCHC2_4	ZCCHC2	2138.8	1426	2138.8	1426	-0.58446	2.5403e+05	85161	2.4425	0.007293	0.99271	0.014586	0.054015	False
HGLibA_53121	SLC28A2	5502.9	6714.4	5502.9	6714.4	0.28701	7.3381e+05	2.4603e+05	2.4424	0.9927	0.007295	0.01459	0.054015	True
brunello_LIG4_1	LIG4	1502.5	917.9	1502.5	917.9	-0.71034	1.7088e+05	57295	2.4423	0.0072966	0.9927	0.014593	0.054015	False
brunello_ZC3H12A_2	ZC3H12A	1323	1867.3	1323	1867.3	0.49683	1.4813e+05	49669	2.4423	0.9927	0.0072977	0.014595	0.054015	True
FHCRC_O_E_P_77	USP41	9453.1	7811.8	9453.1	7811.8	-0.27509	1.3468e+06	4.5168e+05	2.4421	0.007302	0.9927	0.014604	0.054034	False
HGLibA_34800	LILRB3	4718.6	3607.7	4718.6	3607.7	-0.38719	6.1707e+05	2.0702e+05	2.4416	0.0073107	0.99269	0.014621	0.054074	False
brunello_C5_3	C5	3008	2145.2	3008	2145.2	-0.48751	3.7222e+05	1.2488e+05	2.4416	0.0073109	0.99269	0.014622	0.054074	False
brunello_SEMA6A_2	SEMA6A	1865.6	1206	1865.6	1206	-0.62901	2.1754e+05	73047	2.4405	0.0073335	0.99267	0.014667	0.054228	False
brunello_SEMA6D_2	SEMA6D	4354.6	3293.3	4354.6	3293.3	-0.4029	5.6318e+05	1.8917e+05	2.4401	0.0073413	0.99266	0.014683	0.054271	False
HGLibB_35205	PARS2	2025.4	1334.8	2025.4	1334.8	-0.60123	2.3847e+05	80107	2.44	0.0073429	0.99266	0.014686	0.054271	False
HGLibB_22100	HS3ST3B1	3006	2144.1	3006	2144.1	-0.48725	3.714e+05	1.2478e+05	2.4398	0.0073477	0.99265	0.014695	0.054294	False
HGLibA_42052	OR2B11	7683.2	9142.5	7683.2	9142.5	0.25086	1.0648e+06	3.5788e+05	2.4394	0.99264	0.0073555	0.014711	0.054338	True
HGLibA_13660	DNASE1L2	3647.3	2686.8	3647.3	2686.8	-0.44079	4.6126e+05	1.5504e+05	2.4393	0.0073572	0.99264	0.014714	0.054338	False
brunello_ADORA3_3	ADORA3	3717.3	2746.6	3717.3	2746.6	-0.43646	4.7111e+05	1.5838e+05	2.4391	0.0073627	0.99264	0.014725	0.054366	False
brunello_PDCD1LG2_4	PDCD1LG2	4080.3	3058	4080.3	3058	-0.41599	5.226e+05	1.7585e+05	2.438	0.0073848	0.99262	0.01477	0.054516	False
brunello_MAP1LC3C_4	MAP1LC3C	1573.5	974.7	1573.5	974.7	-0.69041	1.793e+05	60343	2.4378	0.0073891	0.99261	0.014778	0.054535	False
HGLibA_08745	CDK17	4214.5	5254.9	4214.5	5254.9	0.31822	5.4118e+05	1.8235e+05	2.4363	0.99258	0.0074196	0.014839	0.054747	True
brunello_VEGFA_2	VEGFA	3780.4	4758.9	3780.4	4758.9	0.332	4.787e+05	1.6141e+05	2.4355	0.99256	0.0074357	0.014871	0.054852	True
brunello_ZSCAN20_1	ZSCAN20	5337.2	4150.3	5337.2	4150.3	-0.36277	7.0431e+05	2.3772e+05	2.4342	0.0074617	0.99254	0.014923	0.055031	False
brunello_THNSL1_4	THNSL1	2120.1	2826.7	2120.1	2826.7	0.41485	2.4968e+05	84323	2.4335	0.99252	0.0074764	0.014953	0.055118	True
HGLibA_06899	CACNA1I	3667	4628.1	3667	4628.1	0.33573	4.6184e+05	1.5598e+05	2.4335	0.99252	0.0074771	0.014954	0.055118	True
brunello_SSBP3_2	SSBP3	5902.5	4647.3	5902.5	4647.3	-0.34485	7.8771e+05	2.6617e+05	2.4329	0.00749	0.99251	0.01498	0.0552	False
HGLibA_44129	PDGFA	3890.9	2897.7	3890.9	2897.7	-0.42506	4.9321e+05	1.6671e+05	2.4325	0.0074979	0.9925	0.014996	0.055245	False
HGLibA_09887	CLDN23	8044.3	9537.1	8044.3	9537.1	0.24556	1.1142e+06	3.7682e+05	2.4319	0.99249	0.0075109	0.015022	0.055328	True
HGLibA_01428	AKAP2	4800.5	5917.2	4800.5	5917.2	0.30166	6.2347e+05	2.1105e+05	2.4307	0.99246	0.0075355	0.015071	0.05549	True
HGLibA_64243	ZNF419	3668	4628.1	3668	4628.1	0.33535	4.6089e+05	1.5603e+05	2.4306	0.99246	0.0075365	0.015073	0.05549	True
brunello_GPR84_2	GPR84	2588.7	1799.3	2588.7	1799.3	-0.52455	3.1157e+05	1.0551e+05	2.4302	0.0075449	0.99246	0.01509	0.055538	False
brunello_KIR3DL1_2	KIR3DL1	5100.4	3945.5	5100.4	3945.5	-0.37034	6.6697e+05	2.2591e+05	2.4299	0.0075506	0.99245	0.015101	0.055567	False
HGLibA_50536	RRH	4805.5	5922.3	4805.5	5922.3	0.30142	6.2363e+05	2.113e+05	2.4296	0.99244	0.0075584	0.015117	0.055611	True
HGLibA_45228	PLAC4	3801.2	4780.2	3801.2	4780.2	0.33056	4.7927e+05	1.624e+05	2.4295	0.99244	0.0075603	0.015121	0.055611	True
HGLibB_02037	ANKRD22	4261.9	5305.6	4261.9	5305.6	0.31596	5.4468e+05	1.8466e+05	2.4289	0.99243	0.0075732	0.015146	0.055693	True
HGLibB_47955	SYNM	954.97	1405.8	954.97	1405.8	0.55734	1.0161e+05	34454	2.4286	0.99242	0.0075787	0.015157	0.055721	True
brunello_ANKRD33B_3	ANKRD33B	3202.3	2313.5	3202.3	2313.5	-0.46885	3.9498e+05	1.3397e+05	2.4283	0.0075852	0.99241	0.01517	0.055755	False
brunello_PLSCR4_3	PLSCR4	4694	5795.5	4694	5795.5	0.30406	6.0665e+05	2.058e+05	2.4281	0.99241	0.0075899	0.01518	0.055756	True
HGLibA_57610	THBS1	5041.2	3894.8	5041.2	3894.8	-0.37216	6.5721e+05	2.2297e+05	2.428	0.007592	0.99241	0.015184	0.055756	False
HGLibA_16074	EMP1	8291.9	9807.9	8291.9	9807.9	0.24221	1.1491e+06	3.8987e+05	2.4279	0.99241	0.0075925	0.015185	0.055756	True
HGLibA_21785	H3F3C	2789	1966.6	2789	1966.6	-0.50377	3.381e+05	1.1472e+05	2.4279	0.0075941	0.99241	0.015188	0.055756	False
brunello_NUDCD1_3	NUDCD1	5819.6	7062.3	5819.6	7062.3	0.27917	7.7211e+05	2.6198e+05	2.4278	0.99241	0.0075943	0.015189	0.055756	True
brunello_PDGFB_4	PDGFB	7504.6	8937.6	7504.6	8937.6	0.25208	1.0268e+06	3.4855e+05	2.4273	0.99239	0.0076066	0.015213	0.055832	True
HGLibB_37191	PLSCR4	6683.8	5341.1	6683.8	5341.1	-0.32349	9.0148e+05	3.0604e+05	2.4272	0.0076083	0.99239	0.015217	0.055832	False
brunello_USP44_1	USP44	5854.1	4607.8	5854.1	4607.8	-0.34532	7.7672e+05	2.6372e+05	2.427	0.0076119	0.99239	0.015224	0.055839	False
brunello_FAM46B_2	FAM46B	2309.5	1570.1	2309.5	1570.1	-0.55645	2.7337e+05	92825	2.427	0.007613	0.99239	0.015226	0.055839	False
HGLibB_11176	CRLF2	6771.6	5419.2	6771.6	5419.2	-0.32137	9.1456e+05	3.1056e+05	2.4269	0.0076147	0.99239	0.015229	0.055839	False
brunello_GPX2_1	GPX2	4528.2	3449.5	4528.2	3449.5	-0.39246	5.8184e+05	1.9766e+05	2.4264	0.0076256	0.99237	0.015251	0.055897	False
HGLibA_01270	AGXT	3498.3	2565.1	3498.3	2565.1	-0.4475	4.3545e+05	1.4795e+05	2.4262	0.007628	0.99237	0.015256	0.055897	False
HGLibA_11834	CX3CL1	4484.8	3412	4484.8	3412	-0.39435	5.7551e+05	1.9554e+05	2.4262	0.0076286	0.99237	0.015257	0.055897	False
HGLibA_36735	MAX	1151.3	651.15	1151.3	651.15	-0.82123	1.2507e+05	42496	2.4262	0.0076299	0.99237	0.01526	0.055897	False
HGLibA_52541	SIX4	4255.9	5297.5	4255.9	5297.5	0.31576	5.4239e+05	1.8437e+05	2.4256	0.99236	0.0076406	0.015281	0.05595	True
brunello_ZNF28_3	ZNF28	2265.1	2996.1	2265.1	2996.1	0.40336	2.6719e+05	90824	2.4256	0.99236	0.0076407	0.015281	0.05595	True
brunello_WDR5B_3	WDR5B	3246.7	2352.1	3246.7	2352.1	-0.46488	4.002e+05	1.3606e+05	2.4255	0.0076445	0.99236	0.015289	0.055957	False
HGLibB_00836	ADAMTS7	3386.8	2470.7	3386.8	2470.7	-0.45483	4.1959e+05	1.4266e+05	2.4253	0.0076471	0.99235	0.015294	0.055957	False
brunello_CH25H_2	CH25H	2595.6	3384.6	2595.6	3384.6	0.38278	3.1125e+05	1.0583e+05	2.4253	0.99235	0.0076472	0.015294	0.055957	True
HGLibA_08628	CDH1	4417.7	5481.1	4417.7	5481.1	0.31108	5.6532e+05	1.9226e+05	2.4251	0.99235	0.0076529	0.015306	0.055986	True
brunello_ZBTB46_1	ZBTB46	4185.9	3154.3	4185.9	3154.3	-0.40809	5.3206e+05	1.8096e+05	2.4249	0.007656	0.99234	0.015312	0.055995	False
brunello_EIF3L_3	EIF3L	2106.3	1404.7	2106.3	1404.7	-0.58404	2.4607e+05	83707	2.4247	0.0076603	0.99234	0.015321	0.056007	False
HGLibB_05907	C1QA	6802.2	5447.6	6802.2	5447.6	-0.32034	9.1751e+05	3.1214e+05	2.4247	0.0076615	0.99234	0.015323	0.056007	False
HGLibB_49585	TLR2	5208.9	4042.8	5208.9	4042.8	-0.36554	6.7991e+05	2.3132e+05	2.4246	0.0076631	0.99234	0.015326	0.056007	False
brunello_NMI_3	NMI	4022.1	3014.4	4022.1	3014.4	-0.41598	5.0779e+05	1.7304e+05	2.4226	0.0077041	0.9923	0.015408	0.056293	False
brunello_PRSS35_3	PRSS35	1668.2	2283.1	1668.2	2283.1	0.45243	1.8902e+05	64434	2.4222	0.99229	0.0077131	0.015426	0.056346	True
HGLibA_34652	LGALS3	4488.8	5560.2	4488.8	5560.2	0.30875	5.7394e+05	1.9573e+05	2.4217	0.99228	0.0077239	0.015448	0.056397	True
brunello_OSM_2	OSM	3129.3	4004.3	3129.3	4004.3	0.3556	3.8279e+05	1.3055e+05	2.4217	0.99228	0.0077244	0.015449	0.056397	True
HGLibA_51584	SELL	6298.1	7593.8	6298.1	7593.8	0.26986	8.3937e+05	2.8628e+05	2.4216	0.99227	0.007727	0.015454	0.056397	True
HGLibA_64578	NonTargetingControlGuideForHuman_0195	12449	14349	12449	14349	0.20485	1.8041e+06	6.1533e+05	2.4215	0.99227	0.0077274	0.015455	0.056397	True
HGLibA_07236	CARD6	2422	1664.4	2422	1664.4	-0.54091	2.8695e+05	97914	2.421	0.0077385	0.99226	0.015477	0.056465	False
HGLibB_03440	ATF5	2692.3	1888.6	2692.3	1888.6	-0.51132	3.2299e+05	1.1026e+05	2.4204	0.0077507	0.99225	0.015501	0.05654	False
brunello_SLC2A14_1	SLC2A14	1716.6	1092.4	1716.6	1092.4	-0.65162	1.9483e+05	66533	2.42	0.0077592	0.99224	0.015518	0.056589	False
HGLibA_11891	CXCR4	4112.9	5132.2	4112.9	5132.2	0.31934	5.1944e+05	1.7743e+05	2.4198	0.99223	0.0077653	0.015531	0.056619	True
HGLibB_50052	TMEM184A	3169.8	2289.2	3169.8	2289.2	-0.46937	3.8771e+05	1.3244e+05	2.4197	0.007767	0.99223	0.015534	0.056619	False
HGLibB_54720	ZBED1	5365.8	6549.1	5365.8	6549.1	0.28745	7.0005e+05	2.3915e+05	2.4196	0.99223	0.007769	0.015538	0.05662	True
FHCRC_O_E_P_27	SEC22B	3276.3	2379.5	3276.3	2379.5	-0.46128	4.0218e+05	1.3745e+05	2.4191	0.0077795	0.99222	0.015559	0.056683	False
sgFAM3C_5	FAM3C	5129	3975.9	5129	3975.9	-0.36733	6.6487e+05	2.2734e+05	2.4185	0.0077921	0.99221	0.015584	0.056762	False
brunello_SNX24_3	SNX24	8328.4	6814.8	8328.4	6814.8	-0.28933	1.1455e+06	3.9179e+05	2.4181	0.0078002	0.9922	0.0156	0.056807	False
HGLibB_03353	ASPHD2	1771.8	1137	1771.8	1137	-0.63958	2.0152e+05	68941	2.4179	0.0078062	0.99219	0.015612	0.056838	False
brunello_FFAR2_3	FFAR2	4217.5	3184.8	4217.5	3184.8	-0.40508	5.3323e+05	1.825e+05	2.4174	0.0078163	0.99218	0.015633	0.056891	False
HGLibA_62630	WNT1	2055	1365.2	2055	1365.2	-0.58966	2.379e+05	81422	2.4173	0.0078172	0.99218	0.015634	0.056891	False
HGLibA_21223	GRB10	11278	9484.3	11278	9484.3	-0.24989	1.6089e+06	5.5072e+05	2.4172	0.0078196	0.99218	0.015639	0.056895	False
brunello_C4orf32_2	C4orf32	407.44	685.64	407.44	685.64	0.74942	38697	13250	2.4168	0.99217	0.0078295	0.015659	0.056953	True
brunello_SPDYA_4	SPDYA	7313.2	5907	7313.2	5907	-0.30803	9.887e+05	3.3859e+05	2.4166	0.0078321	0.99217	0.015664	0.056959	False
brunello_CXCL13_3	CXCL13	4386.2	5441.5	4386.2	5441.5	0.31098	5.5686e+05	1.9071e+05	2.4166	0.99217	0.0078341	0.015668	0.05696	True
HGLibB_30783	MYO1C	1092.1	608.56	1092.1	608.56	-0.8426	1.1691e+05	40052	2.4162	0.0078424	0.99216	0.015685	0.057007	False
HGLibA_11833	CX3CL1	7019.3	8393	7019.3	8393	0.25783	9.4358e+05	3.2334e+05	2.4159	0.99215	0.0078489	0.015698	0.05704	True
HGLibA_52727	SLC16A3	3855.4	2874.4	3855.4	2874.4	-0.42349	4.8118e+05	1.65e+05	2.415	0.0078669	0.99213	0.015734	0.057158	False
brunello_RASGRP3_2	RASGRP3	2568	1787.1	2568	1787.1	-0.52274	3.0486e+05	1.0456e+05	2.4148	0.0078725	0.99213	0.015745	0.057185	False
brunello_SMAD3_1	SMAD3	1952.4	2621.9	1952.4	2621.9	0.42518	2.2411e+05	76873	2.4147	0.99213	0.007875	0.01575	0.057189	True
brunello_CXCR4_3	CXCR4	5982.4	4727.5	5982.4	4727.5	-0.33959	7.8743e+05	2.7022e+05	2.4141	0.0078861	0.99211	0.015772	0.057257	False
brunello_SERINC2_1	SERINC2	4807.4	5917.2	4807.4	5917.2	0.29959	6.1578e+05	2.114e+05	2.4137	0.9921	0.0078959	0.015792	0.057312	True
brunello_UBTD2_3	UBTD2	2092.5	2788.2	2092.5	2788.2	0.41396	2.4203e+05	83091	2.4136	0.9921	0.0078975	0.015795	0.057312	True
brunello_KIF14_2	KIF14	1985.9	2661.4	1985.9	2661.4	0.42221	2.2815e+05	78357	2.4132	0.99209	0.0079072	0.015814	0.05737	True
HGLibA_02486	APOBEC3D	6878.2	8234.8	6878.2	8234.8	0.25967	9.2017e+05	3.1605e+05	2.4131	0.99209	0.0079096	0.015819	0.057373	True
HGLibA_01019	ADORA3	5076.8	6220.4	5076.8	6220.4	0.29306	6.5402e+05	2.2474e+05	2.4125	0.99208	0.007921	0.015842	0.057437	True
HGLibA_37355	MFI2	4964.3	6093.7	4964.3	6093.7	0.29567	6.3775e+05	2.1916e+05	2.4125	0.99208	0.0079221	0.015844	0.057437	True
HGLibA_47882	PUS1	3195.4	2313.5	3195.4	2313.5	-0.46574	3.8886e+05	1.3364e+05	2.4123	0.0079253	0.99207	0.015851	0.057447	False
HGLibA_11897	CXCR6	6060.3	4797.4	6060.3	4797.4	-0.33707	7.9745e+05	2.7418e+05	2.4119	0.0079358	0.99206	0.015872	0.057509	False
HGLibA_04883	BST2	4590.4	5670.7	4590.4	5670.7	0.30486	5.8356e+05	2.0071e+05	2.4114	0.99205	0.0079452	0.01589	0.057564	True
brunello_TFRC_2	TFRC	4324	5368.5	4324	5368.5	0.31207	5.4544e+05	1.8768e+05	2.4109	0.99204	0.0079568	0.015914	0.057635	True
HGLibA_22125	HELZ2	7838.1	6379.7	7838.1	6379.7	-0.29697	1.0635e+06	3.6599e+05	2.4107	0.0079611	0.99204	0.015922	0.057652	False
HGLibA_56387	SYTL2	7184	5795.5	7184	5795.5	-0.30981	9.6401e+05	3.3187e+05	2.4103	0.0079699	0.99203	0.01594	0.057702	False
HGLibA_09514	CHORDC1	1052.6	580.16	1052.6	580.16	-0.85839	1.1162e+05	38432	2.4101	0.007973	0.99203	0.015946	0.057711	False
brunello_PSME2_1	PSME2	3194.4	2313.5	3194.4	2313.5	-0.46529	3.8799e+05	1.336e+05	2.4101	0.007975	0.99203	0.01595	0.057712	False
HGLibA_60719	TXNIP	4746.3	5846.2	4746.3	5846.2	0.30065	6.0492e+05	2.0838e+05	2.4096	0.99201	0.0079858	0.015972	0.057777	True
brunello_METTL18_2	METTL18	1309.1	1842.9	1309.1	1842.9	0.49304	1.4245e+05	49087	2.4092	0.99201	0.0079946	0.015989	0.057827	True
brunello_PHACTR4_4	PHACTR4	3502.2	4429.3	3502.2	4429.3	0.33871	4.297e+05	1.4813e+05	2.4086	0.99199	0.0080059	0.016012	0.057885	True
HGLibA_23081	HRASLS5	4018.2	5019.6	4018.2	5019.6	0.32095	5.0138e+05	1.7285e+05	2.4086	0.99199	0.0080064	0.016013	0.057885	True
brunello_ABCA7_4	ABCA7	5960.7	4711.2	5960.7	4711.2	-0.33931	7.8058e+05	2.6912e+05	2.4085	0.0080086	0.99199	0.016017	0.057887	False
FHCRC_O_E_P_45	KIR2DL5A	7885.4	9347.4	7885.4	9347.4	0.24535	1.0687e+06	3.6847e+05	2.4084	0.99199	0.0080104	0.016021	0.057887	True
HGLibA_06475	C6orf222	2468.3	3229.4	2468.3	3229.4	0.38759	2.8961e+05	1.0002e+05	2.4065	0.99195	0.0080538	0.016108	0.058178	True
brunello_GZMB_4	GZMB	2263.1	2988	2263.1	2988	0.40071	2.6272e+05	90736	2.4064	0.99195	0.0080544	0.016109	0.058178	True
brunello_PTPRO_3	PTPRO	3196.4	2316.6	3196.4	2316.6	-0.46429	3.8705e+05	1.3369e+05	2.4063	0.0080576	0.99194	0.016115	0.058187	False
brunello_MS4A7_1	MS4A7	3399.6	2489	3399.6	2489	-0.44966	4.1463e+05	1.4327e+05	2.4058	0.0080675	0.99193	0.016135	0.058245	False
brunello_GIMAP4_3	GIMAP4	2924.1	3760.9	2924.1	3760.9	0.36296	3.5008e+05	1.2098e+05	2.4058	0.99193	0.0080695	0.016139	0.058245	True
brunello_IFITM2_4	IFITM2	3868.2	4847.1	3868.2	4847.1	0.32538	4.7913e+05	1.6562e+05	2.4054	0.99192	0.0080777	0.016155	0.058291	True
brunello_TMEM171_2	TMEM171	3184.6	4062.1	3184.6	4062.1	0.35104	3.8504e+05	1.3314e+05	2.405	0.99191	0.0080853	0.016171	0.058326	True
HGLibB_36378	PHLDB1	4047.8	3043.8	4047.8	3043.8	-0.41115	5.04e+05	1.7428e+05	2.405	0.0080863	0.99191	0.016173	0.058326	False
brunello_DYNLT1_3	DYNLT1	3844.6	4819.8	3844.6	4819.8	0.32607	4.7551e+05	1.6448e+05	2.4045	0.9919	0.0080963	0.016193	0.058383	True
brunello_SPINK1_1	SPINK1	3283.2	4175.7	3283.2	4175.7	0.34682	3.9827e+05	1.3777e+05	2.4045	0.9919	0.0080981	0.016196	0.058383	True
brunello_PRG4_2	PRG4	3368.1	4273.1	3368.1	4273.1	0.34327	4.0952e+05	1.4178e+05	2.4035	0.99188	0.0081185	0.016237	0.058517	True
brunello_TAP2_1	TAP2	1617.9	1018.3	1617.9	1018.3	-0.66744	1.7977e+05	62257	2.4031	0.0081276	0.99187	0.016255	0.058569	False
brunello_CTXN1_1	CTXN1	2706.1	3506.3	2706.1	3506.3	0.37362	3.2016e+05	1.109e+05	2.4029	0.99187	0.0081321	0.016264	0.058578	True
FHCRC_O_E_P_35	PRDM11	1562.7	974.7	1562.7	974.7	-0.68044	1.7286e+05	59876	2.4029	0.0081327	0.99187	0.016265	0.058578	False
brunello_FCGR3B_3	FCGR3B	10781	12519	10781	12519	0.21562	1.5104e+06	5.2352e+05	2.4021	0.99185	0.0081502	0.0163	0.058691	True
HGLibA_40535	NOD2	2777.1	1965.6	2777.1	1965.6	-0.49838	3.2925e+05	1.1417e+05	2.4016	0.0081612	0.99184	0.016322	0.05875	False
brunello_RGL4_3	RGL4	2656.8	1865.2	2656.8	1865.2	-0.51009	3.1327e+05	1.0863e+05	2.4016	0.0081622	0.99184	0.016324	0.05875	False
brunello_TTC26_2	TTC26	4391.1	5440.5	4391.1	5440.5	0.30909	5.506e+05	1.9095e+05	2.4014	0.99183	0.0081658	0.016332	0.058762	True
brunello_DPYS_3	DPYS	1110.8	625.8	1110.8	625.8	-0.82689	1.1764e+05	40824	2.4006	0.0081832	0.99182	0.016366	0.058873	False
HGLibA_03072	ARNTL2	5908.4	7147.5	5908.4	7147.5	0.27462	7.6765e+05	2.6647e+05	2.4003	0.99181	0.0081899	0.01638	0.058908	True
HGLibA_30861	IER2	10291	8598.9	10291	8598.9	-0.25908	1.431e+06	4.9686e+05	2.4	0.0081968	0.9918	0.016394	0.058943	False
HGLibA_65335	ZSWIM4	6246.8	7524.8	6246.8	7524.8	0.2685	8.1663e+05	2.8367e+05	2.3995	0.99179	0.0082081	0.016416	0.05901	True
brunello_BTC_1	BTC	4821.2	3716.2	4821.2	3716.2	-0.37547	6.105e+05	2.1208e+05	2.3995	0.0082098	0.99179	0.01642	0.05901	False
brunello_C3AR1_3	C3AR1	3116.5	2251.7	3116.5	2251.7	-0.46876	3.7397e+05	1.2994e+05	2.3991	0.008217	0.99178	0.016434	0.059047	False
HGLibB_00382	ACAP1	970.76	1420	970.76	1420	0.5482	1.0089e+05	35093	2.3979	0.99176	0.0082447	0.016489	0.059233	True
HGLibB_03957	B3GALT4	2955.7	3794.3	2955.7	3794.3	0.36025	3.5167e+05	1.2244e+05	2.3967	0.99173	0.008271	0.016542	0.059402	True
brunello_OGFR_1	OGFR	4803.5	3702	4803.5	3702	-0.37567	6.0658e+05	2.112e+05	2.3967	0.0082721	0.99173	0.016544	0.059402	False
HGLibA_59098	TNFSF13B	6183.7	7452.8	6183.7	7452.8	0.26928	8.0533e+05	2.8045e+05	2.3965	0.99172	0.0082763	0.016553	0.059418	True
brunello_AGT_3	AGT	2130.9	2828.8	2130.9	2828.8	0.40852	2.4349e+05	84808	2.3963	0.99172	0.0082817	0.016563	0.059443	True
HGLibA_45347	PLEK2	3089.9	2230.4	3089.9	2230.4	-0.47009	3.6937e+05	1.287e+05	2.3958	0.0082911	0.99171	0.016582	0.059497	False
brunello_TRAFD1_4	TRAFD1	2762.3	1955.5	2762.3	1955.5	-0.49813	3.2549e+05	1.1349e+05	2.395	0.0083097	0.99169	0.016619	0.059617	False
brunello_RNF114_2	RNF114	4089.2	5094.6	4089.2	5094.6	0.31708	5.0541e+05	1.7628e+05	2.3946	0.99168	0.0083186	0.016637	0.059652	True
brunello_AURKB_3	AURKB	1052.6	583.2	1052.6	583.2	-0.85085	1.1019e+05	38432	2.3946	0.0083186	0.99168	0.016637	0.059652	False
HGLibA_11396	CSNK1G2	6337.6	7623.2	6337.6	7623.2	0.26643	8.264e+05	2.883e+05	2.3944	0.99168	0.0083245	0.016649	0.059674	True
brunello_ZFYVE16_2	ZFYVE16	2580.8	3357.2	2580.8	3357.2	0.37931	3.014e+05	1.0515e+05	2.3943	0.99167	0.0083258	0.016652	0.059674	True
HGLibB_28651	MDK	5692.4	4482	5692.4	4482	-0.34481	7.3247e+05	2.5555e+05	2.3942	0.0083275	0.99167	0.016655	0.059674	False
brunello_TIFAB_1	TIFAB	2350.9	3087.4	2350.9	3087.4	0.39301	2.7119e+05	94696	2.3933	0.99165	0.0083498	0.0167	0.059815	True
HGLibA_32831	KDR	6584.2	7897	6584.2	7897	0.26227	8.6176e+05	3.0092e+05	2.3932	0.99165	0.008351	0.016702	0.059815	True
HGLibA_41659	OLIG2	330.49	88.241	330.49	88.241	-1.8932	29343	10477	2.3929	0.008357	0.99164	0.016714	0.059829	False
brunello_ZFYVE26_3	ZFYVE26	3134.2	2268.9	3134.2	2268.9	-0.46595	3.7442e+05	1.3078e+05	2.3929	0.0083575	0.99164	0.016715	0.059829	False
HGLibB_39946	RABAC1	4582.5	5653.5	4582.5	5653.5	0.30295	5.735e+05	2.0032e+05	2.3929	0.99164	0.0083587	0.016717	0.059829	True
HGLibA_43515	PARP15	6982.8	8339.2	6982.8	8339.2	0.25609	9.2002e+05	3.2145e+05	2.3925	0.99163	0.0083666	0.016733	0.059862	True
brunello_CLDND1_2	CLDND1	4313.2	5348.2	4313.2	5348.2	0.31024	5.3563e+05	1.8715e+05	2.3925	0.99163	0.0083673	0.016735	0.059862	True
brunello_PLA2G4C_3	PLA2G4C	3164.8	4034.7	3164.8	4034.7	0.35024	3.7836e+05	1.3221e+05	2.3924	0.99163	0.0083694	0.016739	0.059863	True
HGLibB_21571	HLA-C	7485.9	8896.1	7485.9	8896.1	0.24896	9.943e+05	3.4757e+05	2.3919	0.99162	0.0083799	0.01676	0.059925	True
